UH,Estacion,anio,mes,Prec_mensual,Dias_totales,Dias_validos,Porcentaje_validos,fecha_mensual
Matoc,Matoc_2,2022,6,,30.0,0.0,0.0,2022-06-01
Matoc,Matoc_2,2022,7,,31.0,0.0,0.0,2022-07-01
Matoc,Matoc_2,2022,8,,31.0,0.0,0.0,2022-08-01
Matoc,Matoc_2,2022,9,,30.0,0.0,0.0,2022-09-01
Matoc,Matoc_2,2022,10,,31.0,0.0,0.0,2022-10-01
Matoc,Matoc_2,2022,11,,30.0,0.0,0.0,2022-11-01
Matoc,Matoc_2,2022,12,,31.0,0.0,0.0,2022-12-01
Matoc,Matoc_3,2012,1,,31.0,0.0,0.0,2012-01-01
Matoc,Matoc_3,2012,2,,29.0,0.0,0.0,2012-02-01
Matoc,Matoc_3,2012,3,,31.0,0.0,0.0,2012-03-01
Matoc,Matoc_3,2012,4,,30.0,0.0,0.0,2012-04-01
Matoc,Matoc_3,2012,5,,31.0,0.0,0.0,2012-05-01
Matoc,Matoc_3,2012,6,,30.0,0.0,0.0,2012-06-01
Matoc,Matoc_3,2012,7,,31.0,15.0,48.39,2012-07-01
Matoc,Matoc_3,2012,8,2.2,31.0,30.0,96.77,2012-08-01
Matoc,Matoc_3,2012,9,,30.0,23.0,76.67,2012-09-01
Matoc,Matoc_3,2012,10,64.6,31.0,30.0,96.77,2012-10-01
Matoc,Matoc_3,2012,11,150.00000000000003,30.0,28.0,93.33,2012-11-01
Matoc,Matoc_3,2012,12,138.4,31.0,29.0,93.55,2012-12-01
Matoc,Matoc_3,2013,1,114.60000000000001,31.0,31.0,100.0,2013-01-01
Matoc,Matoc_3,2013,2,111.60000000000004,28.0,26.0,92.86,2013-02-01
Matoc,Matoc_3,2013,3,,31.0,6.0,19.35,2013-03-01
Matoc,Matoc_3,2013,4,,30.0,20.0,66.67,2013-04-01
Matoc,Matoc_3,2013,5,61.79999999999998,31.0,31.0,100.0,2013-05-01
Matoc,Matoc_3,2013,6,3.4000000000000004,30.0,29.0,96.67,2013-06-01
Matoc,Matoc_3,2013,7,4.2,31.0,30.0,96.77,2013-07-01
Matoc,Matoc_3,2013,8,20.200000000000003,31.0,31.0,100.0,2013-08-01
Matoc,Matoc_3,2013,9,18.0,30.0,29.0,96.67,2013-09-01
Matoc,Matoc_3,2013,10,112.80000000000003,31.0,31.0,100.0,2013-10-01
Matoc,Matoc_3,2013,11,106.00000000000001,30.0,30.0,100.0,2013-11-01
Matoc,Matoc_3,2013,12,136.20000000000002,31.0,30.0,96.77,2013-12-01
Matoc,Matoc_3,2014,1,,31.0,11.0,35.48,2014-01-01
Matoc,Matoc_3,2014,2,,28.0,0.0,0.0,2014-02-01
Matoc,Matoc_3,2014,3,,31.0,0.0,0.0,2014-03-01
Matoc,Matoc_3,2014,4,,30.0,0.0,0.0,2014-04-01
Matoc,Matoc_3,2014,5,,31.0,0.0,0.0,2014-05-01
Matoc,Matoc_3,2014,6,,30.0,10.0,33.33,2014-06-01
Matoc,Matoc_3,2014,7,12.8,31.0,31.0,100.0,2014-07-01
Matoc,Matoc_3,2014,8,6.2,31.0,31.0,100.0,2014-08-01
Matoc,Matoc_3,2014,9,61.0,30.0,30.0,100.0,2014-09-01
Matoc,Matoc_3,2014,10,59.2,31.0,31.0,100.0,2014-10-01
Matoc,Matoc_3,2014,11,79.0,30.0,30.0,100.0,2014-11-01
Matoc,Matoc_3,2014,12,152.00000000000003,31.0,31.0,100.0,2014-12-01
Matoc,Matoc_3,2015,1,170.00000000000003,31.0,31.0,100.0,2015-01-01
Matoc,Matoc_3,2015,2,,28.0,18.0,64.29,2015-02-01
Matoc,Matoc_3,2015,3,,31.0,0.0,0.0,2015-03-01
Matoc,Matoc_3,2015,4,,30.0,0.0,0.0,2015-04-01
Matoc,Matoc_3,2015,5,,31.0,0.0,0.0,2015-05-01
Matoc,Matoc_3,2015,6,,30.0,0.0,0.0,2015-06-01
Matoc,Matoc_3,2015,7,,31.0,0.0,0.0,2015-07-01
Matoc,Matoc_3,2015,8,,31.0,0.0,0.0,2015-08-01
Matoc,Matoc_3,2015,9,,30.0,0.0,0.0,2015-09-01
Matoc,Matoc_3,2015,10,,31.0,0.0,0.0,2015-10-01
Matoc,Matoc_3,2015,11,,30.0,0.0,0.0,2015-11-01
Matoc,Matoc_3,2015,12,,31.0,0.0,0.0,2015-12-01
Matoc,Matoc_3,2016,1,,31.0,0.0,0.0,2016-01-01
Matoc,Matoc_3,2016,2,,29.0,0.0,0.0,2016-02-01
Matoc,Matoc_3,2016,3,,31.0,0.0,0.0,2016-03-01
Matoc,Matoc_3,2016,4,,30.0,0.0,0.0,2016-04-01
Matoc,Matoc_3,2016,5,,31.0,0.0,0.0,2016-05-01
Matoc,Matoc_3,2016,6,,30.0,4.0,13.33,2016-06-01
Matoc,Matoc_3,2016,7,,31.0,0.0,0.0,2016-07-01
Matoc,Matoc_3,2016,8,,31.0,0.0,0.0,2016-08-01
Matoc,Matoc_3,2016,9,,30.0,0.0,0.0,2016-09-01
Matoc,Matoc_3,2016,10,,31.0,0.0,0.0,2016-10-01
Matoc,Matoc_3,2016,11,,30.0,10.0,33.33,2016-11-01
Matoc,Matoc_3,2016,12,159.6,31.0,31.0,100.0,2016-12-01
Matoc,Matoc_3,2017,1,141.79999999999995,31.0,31.0,100.0,2017-01-01
Matoc,Matoc_3,2017,2,187.0,28.0,28.0,100.0,2017-02-01
Matoc,Matoc_3,2017,3,,31.0,6.0,19.35,2017-03-01
Matoc,Matoc_3,2017,4,,30.0,0.0,0.0,2017-04-01
Matoc,Matoc_3,2017,5,,31.0,0.0,0.0,2017-05-01
Matoc,Matoc_3,2017,6,,30.0,0.0,0.0,2017-06-01
Matoc,Matoc_3,2017,7,,31.0,0.0,0.0,2017-07-01
Matoc,Matoc_3,2017,8,,31.0,8.0,25.81,2017-08-01
Matoc,Matoc_3,2017,9,69.2,30.0,30.0,100.0,2017-09-01
Matoc,Matoc_3,2017,10,82.60000000000001,31.0,31.0,100.0,2017-10-01
Matoc,Matoc_3,2017,11,,30.0,14.0,46.67,2017-11-01
Matoc,Matoc_3,2017,12,,31.0,0.0,0.0,2017-12-01
Matoc,Matoc_3,2018,1,,31.0,0.0,0.0,2018-01-01
Matoc,Matoc_3,2018,2,118.4,28.0,27.0,96.43,2018-02-01
Matoc,Matoc_3,2018,3,223.20000000000007,31.0,30.0,96.77,2018-03-01
Matoc,Matoc_3,2018,4,91.60000000000001,30.0,29.0,96.67,2018-04-01
Matoc,Matoc_3,2018,5,57.00000000000001,31.0,30.0,96.77,2018-05-01
Matoc,Matoc_3,2018,6,4.4,30.0,29.0,96.67,2018-06-01
Matoc,Matoc_3,2018,7,7.000000000000001,31.0,31.0,100.0,2018-07-01
Matoc,Matoc_3,2018,8,6.6000000000000005,31.0,30.0,96.77,2018-08-01
Matoc,Matoc_3,2018,9,17.4,30.0,29.0,96.67,2018-09-01
Matoc,Matoc_3,2018,10,,31.0,1.0,3.23,2018-10-01
Matoc,Matoc_3,2018,11,,30.0,0.0,0.0,2018-11-01
Matoc,Matoc_3,2018,12,,31.0,0.0,0.0,2018-12-01
Matoc,Matoc_3,2019,1,,31.0,0.0,0.0,2019-01-01
Matoc,Matoc_3,2019,2,,28.0,0.0,0.0,2019-02-01
Matoc,Matoc_3,2019,3,,31.0,0.0,0.0,2019-03-01
Matoc,Matoc_3,2019,4,,30.0,0.0,0.0,2019-04-01
Matoc,Matoc_3,2019,5,,31.0,0.0,0.0,2019-05-01
Matoc,Matoc_3,2019,6,,30.0,0.0,0.0,2019-06-01
Matoc,Matoc_3,2019,7,,31.0,0.0,0.0,2019-07-01
Matoc,Matoc_3,2019,8,,31.0,0.0,0.0,2019-08-01
Matoc,Matoc_3,2019,9,,30.0,0.0,0.0,2019-09-01
Matoc,Matoc_3,2019,10,,31.0,0.0,0.0,2019-10-01
Matoc,Matoc_3,2019,11,,30.0,0.0,0.0,2019-11-01
Matoc,Matoc_3,2019,12,,31.0,0.0,0.0,2019-12-01
Matoc,Matoc_3,2020,1,,31.0,0.0,0.0,2020-01-01
Matoc,Matoc_3,2020,2,,29.0,0.0,0.0,2020-02-01
Matoc,Matoc_3,2020,3,,31.0,0.0,0.0,2020-03-01
Matoc,Matoc_3,2020,4,,30.0,0.0,0.0,2020-04-01
Matoc,Matoc_3,2020,5,,31.0,0.0,0.0,2020-05-01
Matoc,Matoc_3,2020,6,,30.0,0.0,0.0,2020-06-01
Matoc,Matoc_3,2020,7,,31.0,0.0,0.0,2020-07-01
Matoc,Matoc_3,2020,8,,31.0,0.0,0.0,2020-08-01
Matoc,Matoc_3,2020,9,,30.0,0.0,0.0,2020-09-01
Matoc,Matoc_3,2020,10,,31.0,0.0,0.0,2020-10-01
Matoc,Matoc_3,2020,11,,30.0,0.0,0.0,2020-11-01
Matoc,Matoc_3,2020,12,,31.0,0.0,0.0,2020-12-01
Matoc,Matoc_3,2021,1,,31.0,0.0,0.0,2021-01-01
Matoc,Matoc_3,2021,2,,28.0,0.0,0.0,2021-02-01
Matoc,Matoc_3,2021,3,,31.0,0.0,0.0,2021-03-01
Matoc,Matoc_3,2021,4,,30.0,0.0,0.0,2021-04-01
Matoc,Matoc_3,2021,5,,31.0,0.0,0.0,2021-05-01
Matoc,Matoc_3,2021,6,,30.0,0.0,0.0,2021-06-01
Matoc,Matoc_3,2021,7,,31.0,0.0,0.0,2021-07-01
Matoc,Matoc_3,2021,8,,31.0,0.0,0.0,2021-08-01
Matoc,Matoc_3,2021,9,,30.0,0.0,0.0,2021-09-01
Matoc,Matoc_3,2021,10,,31.0,0.0,0.0,2021-10-01
Matoc,Matoc_3,2021,11,,30.0,0.0,0.0,2021-11-01
Matoc,Matoc_3,2021,12,,31.0,0.0,0.0,2021-12-01
Matoc,Matoc_3,2022,1,,31.0,0.0,0.0,2022-01-01
Matoc,Matoc_3,2022,2,,28.0,0.0,0.0,2022-02-01
Matoc,Matoc_3,2022,3,,31.0,0.0,0.0,2022-03-01
Matoc,Matoc_3,2022,4,,30.0,0.0,0.0,2022-04-01
Matoc,Matoc_3,2022,5,,31.0,0.0,0.0,2022-05-01
Matoc,Matoc_3,2022,6,0.4,30.0,28.0,93.33,2022-06-01
Matoc,Matoc_3,2022,7,0.6000000000000001,31.0,31.0,100.0,2022-07-01
Matoc,Matoc_3,2022,8,3.2,31.0,31.0,100.0,2022-08-01
Matoc,Matoc_3,2022,9,6.6000000000000005,30.0,30.0,100.0,2022-09-01
Matoc,Matoc_3,2022,10,10.399999999999999,31.0,31.0,100.0,2022-10-01
Matoc,Matoc_3,2022,11,2.6000000000000005,30.0,30.0,100.0,2022-11-01
Matoc,Matoc_3,2022,12,,31.0,0.0,0.0,2022-12-01
Pocco,Pocco_1,2012,1,209.39999999999998,31.0,31.0,100.0,2012-01-01
Pocco,Pocco_1,2012,2,250.00000000000003,29.0,29.0,100.0,2012-02-01
Pocco,Pocco_1,2012,3,130.79999999999998,31.0,31.0,100.0,2012-03-01
Pocco,Pocco_1,2012,4,,30.0,16.0,53.33,2012-04-01
Pocco,Pocco_1,2012,5,,31.0,0.0,0.0,2012-05-01
Pocco,Pocco_1,2012,6,,30.0,0.0,0.0,2012-06-01
Pocco,Pocco_1,2012,7,,31.0,0.0,0.0,2012-07-01
Pocco,Pocco_1,2012,8,,31.0,0.0,0.0,2012-08-01
Pocco,Pocco_1,2012,9,,30.0,3.0,10.0,2012-09-01
Pocco,Pocco_1,2012,10,67.99999999999999,31.0,31.0,100.0,2012-10-01
Pocco,Pocco_1,2012,11,201.79999999999998,30.0,30.0,100.0,2012-11-01
Pocco,Pocco_1,2012,12,174.79999999999998,31.0,30.0,96.77,2012-12-01
Pocco,Pocco_1,2013,1,113.8,31.0,31.0,100.0,2013-01-01
Pocco,Pocco_1,2013,2,182.99999999999997,28.0,28.0,100.0,2013-02-01
Pocco,Pocco_1,2013,3,374.59999999999997,31.0,31.0,100.0,2013-03-01
Pocco,Pocco_1,2013,4,75.19999999999999,30.0,30.0,100.0,2013-04-01
Pocco,Pocco_1,2013,5,1.4,31.0,31.0,100.0,2013-05-01
Pocco,Pocco_1,2013,6,1.0,30.0,30.0,100.0,2013-06-01
Pocco,Pocco_1,2013,7,0.6000000000000001,31.0,31.0,100.0,2013-07-01
Pocco,Pocco_1,2013,8,5.4,31.0,26.0,83.87,2013-08-01
Pocco,Pocco_1,2013,9,26.800000000000004,30.0,30.0,100.0,2013-09-01
Pocco,Pocco_1,2013,10,156.79999999999998,31.0,30.0,96.77,2013-10-01
Pocco,Pocco_1,2013,11,146.4,30.0,30.0,100.0,2013-11-01
Pocco,Pocco_1,2013,12,157.79999999999998,31.0,29.0,93.55,2013-12-01
Pocco,Pocco_1,2014,1,,31.0,11.0,35.48,2014-01-01
Pocco,Pocco_1,2014,2,,28.0,0.0,0.0,2014-02-01
Pocco,Pocco_1,2014,3,,31.0,0.0,0.0,2014-03-01
Pocco,Pocco_1,2014,4,,30.0,0.0,0.0,2014-04-01
Pocco,Pocco_1,2014,5,,31.0,0.0,0.0,2014-05-01
Pocco,Pocco_1,2014,6,,30.0,11.0,36.67,2014-06-01
Pocco,Pocco_1,2014,7,20.000000000000004,31.0,29.0,93.55,2014-07-01
Pocco,Pocco_1,2014,8,10.200000000000001,31.0,31.0,100.0,2014-08-01
Pocco,Pocco_1,2014,9,47.8,30.0,26.0,86.67,2014-09-01
Pocco,Pocco_1,2014,10,102.60000000000001,31.0,31.0,100.0,2014-10-01
Pocco,Pocco_1,2014,11,128.0,30.0,29.0,96.67,2014-11-01
Pocco,Pocco_1,2014,12,215.00000000000003,31.0,29.0,93.55,2014-12-01
Pocco,Pocco_1,2015,1,236.0,31.0,27.0,87.1,2015-01-01
Pocco,Pocco_1,2015,2,,28.0,18.0,64.29,2015-02-01
Pocco,Pocco_1,2015,3,,31.0,0.0,0.0,2015-03-01
Pocco,Pocco_1,2015,4,,30.0,0.0,0.0,2015-04-01
Pocco,Pocco_1,2015,5,,31.0,0.0,0.0,2015-05-01
Pocco,Pocco_1,2015,6,,30.0,0.0,0.0,2015-06-01
Pocco,Pocco_1,2015,7,,31.0,0.0,0.0,2015-07-01
Pocco,Pocco_1,2015,8,,31.0,0.0,0.0,2015-08-01
Pocco,Pocco_1,2015,9,,30.0,0.0,0.0,2015-09-01
Pocco,Pocco_1,2015,10,,31.0,0.0,0.0,2015-10-01
Pocco,Pocco_1,2015,11,,30.0,0.0,0.0,2015-11-01
Pocco,Pocco_1,2015,12,,31.0,0.0,0.0,2015-12-01
Pocco,Pocco_1,2016,1,,31.0,0.0,0.0,2016-01-01
Pocco,Pocco_1,2016,2,,29.0,0.0,0.0,2016-02-01
Pocco,Pocco_1,2016,3,148.20000000000002,31.0,29.0,93.55,2016-03-01
Pocco,Pocco_1,2016,4,111.39999999999999,30.0,30.0,100.0,2016-04-01
Pocco,Pocco_1,2016,5,20.799999999999997,31.0,31.0,100.0,2016-05-01
Pocco,Pocco_1,2016,6,7.200000000000001,30.0,30.0,100.0,2016-06-01
Pocco,Pocco_1,2016,7,0.8,31.0,31.0,100.0,2016-07-01
Pocco,Pocco_1,2016,8,6.200000000000001,31.0,26.0,83.87,2016-08-01
Pocco,Pocco_1,2016,9,,30.0,0.0,0.0,2016-09-01
Pocco,Pocco_1,2016,10,,31.0,0.0,0.0,2016-10-01
Pocco,Pocco_1,2016,11,,30.0,0.0,0.0,2016-11-01
Pocco,Pocco_1,2016,12,,31.0,0.0,0.0,2016-12-01
Pocco,Pocco_1,2017,1,,31.0,0.0,0.0,2017-01-01
Pocco,Pocco_1,2017,2,,28.0,0.0,0.0,2017-02-01
Pocco,Pocco_1,2017,3,,31.0,0.0,0.0,2017-03-01
Pocco,Pocco_1,2017,4,,30.0,0.0,0.0,2017-04-01
Pocco,Pocco_1,2017,5,,31.0,0.0,0.0,2017-05-01
Pocco,Pocco_1,2017,6,,30.0,0.0,0.0,2017-06-01
Pocco,Pocco_1,2017,7,,31.0,0.0,0.0,2017-07-01
Pocco,Pocco_1,2017,8,,31.0,0.0,0.0,2017-08-01
Pocco,Pocco_1,2017,9,,30.0,0.0,0.0,2017-09-01
Pocco,Pocco_1,2017,10,,31.0,0.0,0.0,2017-10-01
Pocco,Pocco_1,2017,11,,30.0,0.0,0.0,2017-11-01
Pocco,Pocco_1,2017,12,,31.0,0.0,0.0,2017-12-01
Pocco,Pocco_1,2018,1,,31.0,0.0,0.0,2018-01-01
Pocco,Pocco_1,2018,2,166.4,28.0,27.0,96.43,2018-02-01
Pocco,Pocco_1,2018,3,323.8,31.0,31.0,100.0,2018-03-01
Pocco,Pocco_1,2018,4,,30.0,20.0,66.67,2018-04-01
Pocco,Pocco_1,2018,5,,31.0,17.0,54.84,2018-05-01
Pocco,Pocco_1,2018,6,12.0,30.0,30.0,100.0,2018-06-01
Pocco,Pocco_1,2018,7,6.2,31.0,31.0,100.0,2018-07-01
Pocco,Pocco_1,2018,8,5.4,31.0,31.0,100.0,2018-08-01
Pocco,Pocco_1,2018,9,24.399999999999995,30.0,30.0,100.0,2018-09-01
Pocco,Pocco_1,2018,10,,31.0,1.0,3.23,2018-10-01
Pocco,Pocco_1,2018,11,,30.0,0.0,0.0,2018-11-01
Pocco,Pocco_1,2018,12,,31.0,0.0,0.0,2018-12-01
Pocco,Pocco_1,2019,1,,31.0,0.0,0.0,2019-01-01
Pocco,Pocco_1,2019,2,,28.0,0.0,0.0,2019-02-01
Pocco,Pocco_1,2019,3,,31.0,0.0,0.0,2019-03-01
Pocco,Pocco_1,2019,4,,30.0,0.0,0.0,2019-04-01
Pocco,Pocco_1,2019,5,,31.0,0.0,0.0,2019-05-01
Pocco,Pocco_1,2019,6,,30.0,0.0,0.0,2019-06-01
Pocco,Pocco_1,2019,7,,31.0,0.0,0.0,2019-07-01
Pocco,Pocco_1,2019,8,,31.0,0.0,0.0,2019-08-01
Pocco,Pocco_1,2019,9,,30.0,0.0,0.0,2019-09-01
Pocco,Pocco_1,2019,10,,31.0,0.0,0.0,2019-10-01
Pocco,Pocco_1,2019,11,,30.0,0.0,0.0,2019-11-01
Pocco,Pocco_1,2019,12,,31.0,0.0,0.0,2019-12-01
Pocco,Pocco_1,2020,1,,31.0,0.0,0.0,2020-01-01
Pocco,Pocco_1,2020,2,,29.0,0.0,0.0,2020-02-01
Pocco,Pocco_1,2020,3,,31.0,0.0,0.0,2020-03-01
Pocco,Pocco_1,2020,4,,30.0,0.0,0.0,2020-04-01
Pocco,Pocco_1,2020,5,,31.0,0.0,0.0,2020-05-01
Pocco,Pocco_1,2020,6,,30.0,0.0,0.0,2020-06-01
Pocco,Pocco_1,2020,7,,31.0,0.0,0.0,2020-07-01
Pocco,Pocco_1,2020,8,,31.0,0.0,0.0,2020-08-01
Pocco,Pocco_1,2020,9,,30.0,0.0,0.0,2020-09-01
Pocco,Pocco_1,2020,10,,31.0,0.0,0.0,2020-10-01
Pocco,Pocco_1,2020,11,,30.0,0.0,0.0,2020-11-01
Pocco,Pocco_1,2020,12,,31.0,0.0,0.0,2020-12-01
Pocco,Pocco_1,2021,1,,31.0,0.0,0.0,2021-01-01
Pocco,Pocco_1,2021,2,,28.0,0.0,0.0,2021-02-01
Pocco,Pocco_1,2021,3,,31.0,0.0,0.0,2021-03-01
Pocco,Pocco_1,2021,4,,30.0,0.0,0.0,2021-04-01
Pocco,Pocco_1,2021,5,,31.0,0.0,0.0,2021-05-01
Pocco,Pocco_1,2021,6,,30.0,0.0,0.0,2021-06-01
Pocco,Pocco_1,2021,7,,31.0,0.0,0.0,2021-07-01
Pocco,Pocco_1,2021,8,,31.0,0.0,0.0,2021-08-01
Pocco,Pocco_1,2021,9,,30.0,0.0,0.0,2021-09-01
Pocco,Pocco_1,2021,10,,31.0,0.0,0.0,2021-10-01
Pocco,Pocco_1,2021,11,,30.0,0.0,0.0,2021-11-01
Pocco,Pocco_1,2021,12,,31.0,0.0,0.0,2021-12-01
Pocco,Pocco_1,2022,1,,31.0,0.0,0.0,2022-01-01
Pocco,Pocco_1,2022,2,,28.0,0.0,0.0,2022-02-01
Pocco,Pocco_1,2022,3,,31.0,0.0,0.0,2022-03-01
Pocco,Pocco_1,2022,4,,30.0,0.0,0.0,2022-04-01
Pocco,Pocco_1,2022,5,,31.0,0.0,0.0,2022-05-01
Pocco,Pocco_1,2022,6,21.6,30.0,28.0,93.33,2022-06-01
Pocco,Pocco_1,2022,7,5.200000000000001,31.0,31.0,100.0,2022-07-01
Pocco,Pocco_1,2022,8,11.0,31.0,31.0,100.0,2022-08-01
