UH,Estacion,anio,mes,Prec_mensual,Dias_totales,Dias_validos,Porcentaje_validos,fecha_mensual
Pocco,Pocco_1,2022,9,70.4,30.0,30.0,100.0,2022-09-01
Pocco,Pocco_1,2022,10,80.39999999999999,31.0,31.0,100.0,2022-10-01
Pocco,Pocco_1,2022,11,,30.0,21.0,70.0,2022-11-01
Pocco,Pocco_1,2022,12,,31.0,0.0,0.0,2022-12-01
Pocco,Pocco_2,2012,1,169.6,31.0,31.0,100.0,2012-01-01
Pocco,Pocco_2,2012,2,217.99999999999997,29.0,29.0,100.0,2012-02-01
Pocco,Pocco_2,2012,3,110.00000000000001,31.0,31.0,100.0,2012-03-01
Pocco,Pocco_2,2012,4,,30.0,16.0,53.33,2012-04-01
Pocco,Pocco_2,2012,5,,31.0,16.0,51.61,2012-05-01
Pocco,Pocco_2,2012,6,6.0,30.0,30.0,100.0,2012-06-01
Pocco,Pocco_2,2012,7,2.6,31.0,31.0,100.0,2012-07-01
Pocco,Pocco_2,2012,8,2.2,31.0,31.0,100.0,2012-08-01
Pocco,Pocco_2,2012,9,24.200000000000006,30.0,28.0,93.33,2012-09-01
Pocco,Pocco_2,2012,10,50.0,31.0,31.0,100.0,2012-10-01
Pocco,Pocco_2,2012,11,153.6,30.0,30.0,100.0,2012-11-01
Pocco,Pocco_2,2012,12,144.8,31.0,31.0,100.0,2012-12-01
Pocco,Pocco_2,2013,1,95.6,31.0,31.0,100.0,2013-01-01
Pocco,Pocco_2,2013,2,,28.0,3.0,10.71,2013-02-01
Pocco,Pocco_2,2013,3,,31.0,5.0,16.13,2013-03-01
Pocco,Pocco_2,2013,4,,30.0,20.0,66.67,2013-04-01
Pocco,Pocco_2,2013,5,39.800000000000004,31.0,29.0,93.55,2013-05-01
Pocco,Pocco_2,2013,6,2.6,30.0,30.0,100.0,2013-06-01
Pocco,Pocco_2,2013,7,5.4,31.0,31.0,100.0,2013-07-01
Pocco,Pocco_2,2013,8,20.600000000000005,31.0,31.0,100.0,2013-08-01
Pocco,Pocco_2,2013,9,6.0,30.0,27.0,90.0,2013-09-01
Pocco,Pocco_2,2013,10,131.8,31.0,31.0,100.0,2013-10-01
Pocco,Pocco_2,2013,11,96.60000000000001,30.0,29.0,96.67,2013-11-01
Pocco,Pocco_2,2013,12,158.6,31.0,30.0,96.77,2013-12-01
Pocco,Pocco_2,2014,1,,31.0,11.0,35.48,2014-01-01
Pocco,Pocco_2,2014,2,,28.0,0.0,0.0,2014-02-01
Pocco,Pocco_2,2014,3,,31.0,0.0,0.0,2014-03-01
Pocco,Pocco_2,2014,4,,30.0,0.0,0.0,2014-04-01
Pocco,Pocco_2,2014,5,,31.0,0.0,0.0,2014-05-01
Pocco,Pocco_2,2014,6,,30.0,11.0,36.67,2014-06-01
Pocco,Pocco_2,2014,7,19.8,31.0,31.0,100.0,2014-07-01
Pocco,Pocco_2,2014,8,11.600000000000001,31.0,30.0,96.77,2014-08-01
Pocco,Pocco_2,2014,9,45.199999999999996,30.0,25.0,83.33,2014-09-01
Pocco,Pocco_2,2014,10,90.6,31.0,31.0,100.0,2014-10-01
Pocco,Pocco_2,2014,11,126.20000000000002,30.0,30.0,100.0,2014-11-01
Pocco,Pocco_2,2014,12,184.59999999999994,31.0,30.0,96.77,2014-12-01
Pocco,Pocco_2,2015,1,199.39999999999995,31.0,27.0,87.1,2015-01-01
Pocco,Pocco_2,2015,2,64.0,28.0,28.0,100.0,2015-02-01
Pocco,Pocco_2,2015,3,194.60000000000002,31.0,31.0,100.0,2015-03-01
Pocco,Pocco_2,2015,4,90.0,30.0,30.0,100.0,2015-04-01
Pocco,Pocco_2,2015,5,139.2,31.0,31.0,100.0,2015-05-01
Pocco,Pocco_2,2015,6,17.4,30.0,30.0,100.0,2015-06-01
Pocco,Pocco_2,2015,7,,31.0,4.0,12.9,2015-07-01
Pocco,Pocco_2,2015,8,,31.0,0.0,0.0,2015-08-01
Pocco,Pocco_2,2015,9,,30.0,0.0,0.0,2015-09-01
Pocco,Pocco_2,2015,10,,31.0,0.0,0.0,2015-10-01
Pocco,Pocco_2,2015,11,,30.0,0.0,0.0,2015-11-01
Pocco,Pocco_2,2015,12,,31.0,0.0,0.0,2015-12-01
Pocco,Pocco_2,2016,1,,31.0,0.0,0.0,2016-01-01
Pocco,Pocco_2,2016,2,,29.0,0.0,0.0,2016-02-01
Pocco,Pocco_2,2016,3,,31.0,0.0,0.0,2016-03-01
Pocco,Pocco_2,2016,4,,30.0,0.0,0.0,2016-04-01
Pocco,Pocco_2,2016,5,,31.0,0.0,0.0,2016-05-01
Pocco,Pocco_2,2016,6,,30.0,0.0,0.0,2016-06-01
Pocco,Pocco_2,2016,7,,31.0,0.0,0.0,2016-07-01
Pocco,Pocco_2,2016,8,,31.0,0.0,0.0,2016-08-01
Pocco,Pocco_2,2016,9,,30.0,0.0,0.0,2016-09-01
Pocco,Pocco_2,2016,10,,31.0,0.0,0.0,2016-10-01
Pocco,Pocco_2,2016,11,,30.0,0.0,0.0,2016-11-01
Pocco,Pocco_2,2016,12,,31.0,0.0,0.0,2016-12-01
Pocco,Pocco_2,2017,1,,31.0,0.0,0.0,2017-01-01
Pocco,Pocco_2,2017,2,,28.0,0.0,0.0,2017-02-01
Pocco,Pocco_2,2017,3,,31.0,0.0,0.0,2017-03-01
Pocco,Pocco_2,2017,4,,30.0,0.0,0.0,2017-04-01
Pocco,Pocco_2,2017,5,,31.0,0.0,0.0,2017-05-01
Pocco,Pocco_2,2017,6,,30.0,0.0,0.0,2017-06-01
Pocco,Pocco_2,2017,7,,31.0,0.0,0.0,2017-07-01
Pocco,Pocco_2,2017,8,,31.0,0.0,0.0,2017-08-01
Pocco,Pocco_2,2017,9,,30.0,0.0,0.0,2017-09-01
Pocco,Pocco_2,2017,10,,31.0,0.0,0.0,2017-10-01
Pocco,Pocco_2,2017,11,,30.0,0.0,0.0,2017-11-01
Pocco,Pocco_2,2017,12,,31.0,0.0,0.0,2017-12-01
Pocco,Pocco_2,2018,1,,31.0,0.0,0.0,2018-01-01
Pocco,Pocco_2,2018,2,,28.0,0.0,0.0,2018-02-01
Pocco,Pocco_2,2018,3,,31.0,0.0,0.0,2018-03-01
Pocco,Pocco_2,2018,4,,30.0,0.0,0.0,2018-04-01
Pocco,Pocco_2,2018,5,,31.0,0.0,0.0,2018-05-01
Pocco,Pocco_2,2018,6,,30.0,0.0,0.0,2018-06-01
Pocco,Pocco_2,2018,7,,31.0,0.0,0.0,2018-07-01
Pocco,Pocco_2,2018,8,,31.0,0.0,0.0,2018-08-01
Pocco,Pocco_2,2018,9,,30.0,0.0,0.0,2018-09-01
Pocco,Pocco_2,2018,10,,31.0,0.0,0.0,2018-10-01
Pocco,Pocco_2,2018,11,,30.0,0.0,0.0,2018-11-01
Pocco,Pocco_2,2018,12,,31.0,0.0,0.0,2018-12-01
Pocco,Pocco_2,2019,1,,31.0,0.0,0.0,2019-01-01
Pocco,Pocco_2,2019,2,,28.0,0.0,0.0,2019-02-01
Pocco,Pocco_2,2019,3,,31.0,0.0,0.0,2019-03-01
Pocco,Pocco_2,2019,4,,30.0,0.0,0.0,2019-04-01
Pocco,Pocco_2,2019,5,,31.0,0.0,0.0,2019-05-01
Pocco,Pocco_2,2019,6,,30.0,0.0,0.0,2019-06-01
Pocco,Pocco_2,2019,7,,31.0,0.0,0.0,2019-07-01
Pocco,Pocco_2,2019,8,,31.0,0.0,0.0,2019-08-01
Pocco,Pocco_2,2019,9,,30.0,0.0,0.0,2019-09-01
Pocco,Pocco_2,2019,10,,31.0,0.0,0.0,2019-10-01
Pocco,Pocco_2,2019,11,,30.0,0.0,0.0,2019-11-01
Pocco,Pocco_2,2019,12,,31.0,0.0,0.0,2019-12-01
Pocco,Pocco_2,2020,1,,31.0,0.0,0.0,2020-01-01
Pocco,Pocco_2,2020,2,,29.0,0.0,0.0,2020-02-01
Pocco,Pocco_2,2020,3,,31.0,0.0,0.0,2020-03-01
Pocco,Pocco_2,2020,4,,30.0,0.0,0.0,2020-04-01
Pocco,Pocco_2,2020,5,,31.0,0.0,0.0,2020-05-01
Pocco,Pocco_2,2020,6,,30.0,0.0,0.0,2020-06-01
Pocco,Pocco_2,2020,7,,31.0,0.0,0.0,2020-07-01
Pocco,Pocco_2,2020,8,,31.0,0.0,0.0,2020-08-01
Pocco,Pocco_2,2020,9,,30.0,0.0,0.0,2020-09-01
Pocco,Pocco_2,2020,10,,31.0,0.0,0.0,2020-10-01
Pocco,Pocco_2,2020,11,,30.0,0.0,0.0,2020-11-01
Pocco,Pocco_2,2020,12,,31.0,0.0,0.0,2020-12-01
Pocco,Pocco_2,2021,1,,31.0,0.0,0.0,2021-01-01
Pocco,Pocco_2,2021,2,,28.0,0.0,0.0,2021-02-01
Pocco,Pocco_2,2021,3,,31.0,0.0,0.0,2021-03-01
Pocco,Pocco_2,2021,4,,30.0,0.0,0.0,2021-04-01
Pocco,Pocco_2,2021,5,,31.0,0.0,0.0,2021-05-01
Pocco,Pocco_2,2021,6,,30.0,0.0,0.0,2021-06-01
Pocco,Pocco_2,2021,7,,31.0,0.0,0.0,2021-07-01
Pocco,Pocco_2,2021,8,,31.0,0.0,0.0,2021-08-01
Pocco,Pocco_2,2021,9,,30.0,0.0,0.0,2021-09-01
Pocco,Pocco_2,2021,10,,31.0,0.0,0.0,2021-10-01
Pocco,Pocco_2,2021,11,,30.0,0.0,0.0,2021-11-01
Pocco,Pocco_2,2021,12,,31.0,0.0,0.0,2021-12-01
Pocco,Pocco_2,2022,1,,31.0,0.0,0.0,2022-01-01
Pocco,Pocco_2,2022,2,,28.0,0.0,0.0,2022-02-01
Pocco,Pocco_2,2022,3,,31.0,0.0,0.0,2022-03-01
Pocco,Pocco_2,2022,4,,30.0,0.0,0.0,2022-04-01
Pocco,Pocco_2,2022,5,,31.0,0.0,0.0,2022-05-01
Pocco,Pocco_2,2022,6,,30.0,0.0,0.0,2022-06-01
Pocco,Pocco_2,2022,7,,31.0,0.0,0.0,2022-07-01
Pocco,Pocco_2,2022,8,,31.0,0.0,0.0,2022-08-01
Pocco,Pocco_2,2022,9,,30.0,0.0,0.0,2022-09-01
Pocco,Pocco_2,2022,10,,31.0,0.0,0.0,2022-10-01
Pocco,Pocco_2,2022,11,,30.0,0.0,0.0,2022-11-01
Pocco,Pocco_2,2022,12,,31.0,0.0,0.0,2022-12-01
Pocco,Pocco_3,2012,1,,31.0,0.0,0.0,2012-01-01
Pocco,Pocco_3,2012,2,,29.0,0.0,0.0,2012-02-01
Pocco,Pocco_3,2012,3,,31.0,0.0,0.0,2012-03-01
Pocco,Pocco_3,2012,4,,30.0,0.0,0.0,2012-04-01
Pocco,Pocco_3,2012,5,,31.0,0.0,0.0,2012-05-01
Pocco,Pocco_3,2012,6,,30.0,0.0,0.0,2012-06-01
Pocco,Pocco_3,2012,7,,31.0,15.0,48.39,2012-07-01
Pocco,Pocco_3,2012,8,3.2,31.0,31.0,100.0,2012-08-01
Pocco,Pocco_3,2012,9,27.200000000000003,30.0,29.0,96.67,2012-09-01
Pocco,Pocco_3,2012,10,44.599999999999994,31.0,31.0,100.0,2012-10-01
Pocco,Pocco_3,2012,11,145.79999999999998,30.0,30.0,100.0,2012-11-01
Pocco,Pocco_3,2012,12,139.6,31.0,31.0,100.0,2012-12-01
Pocco,Pocco_3,2013,1,110.99999999999999,31.0,31.0,100.0,2013-01-01
Pocco,Pocco_3,2013,2,170.0,28.0,28.0,100.0,2013-02-01
Pocco,Pocco_3,2013,3,,31.0,1.0,3.23,2013-03-01
Pocco,Pocco_3,2013,4,,30.0,20.0,66.67,2013-04-01
Pocco,Pocco_3,2013,5,39.000000000000014,31.0,29.0,93.55,2013-05-01
Pocco,Pocco_3,2013,6,3.0000000000000004,30.0,30.0,100.0,2013-06-01
Pocco,Pocco_3,2013,7,2.8000000000000003,31.0,31.0,100.0,2013-07-01
Pocco,Pocco_3,2013,8,18.8,31.0,31.0,100.0,2013-08-01
Pocco,Pocco_3,2013,9,24.000000000000004,30.0,29.0,96.67,2013-09-01
Pocco,Pocco_3,2013,10,170.39999999999998,31.0,30.0,96.77,2013-10-01
Pocco,Pocco_3,2013,11,149.60000000000005,30.0,30.0,100.0,2013-11-01
Pocco,Pocco_3,2013,12,186.4,31.0,31.0,100.0,2013-12-01
Pocco,Pocco_3,2014,1,,31.0,10.0,32.26,2014-01-01
Pocco,Pocco_3,2014,2,,28.0,0.0,0.0,2014-02-01
Pocco,Pocco_3,2014,3,,31.0,0.0,0.0,2014-03-01
Pocco,Pocco_3,2014,4,,30.0,0.0,0.0,2014-04-01
Pocco,Pocco_3,2014,5,,31.0,0.0,0.0,2014-05-01
Pocco,Pocco_3,2014,6,,30.0,10.0,33.33,2014-06-01
Pocco,Pocco_3,2014,7,9.4,31.0,28.0,90.32,2014-07-01
Pocco,Pocco_3,2014,8,1.8,31.0,31.0,100.0,2014-08-01
Pocco,Pocco_3,2014,9,65.8,30.0,27.0,90.0,2014-09-01
Pocco,Pocco_3,2014,10,91.60000000000001,31.0,31.0,100.0,2014-10-01
Pocco,Pocco_3,2014,11,141.79999999999995,30.0,30.0,100.0,2014-11-01
Pocco,Pocco_3,2014,12,219.39999999999998,31.0,31.0,100.0,2014-12-01
Pocco,Pocco_3,2015,1,300.40000000000003,31.0,31.0,100.0,2015-01-01
Pocco,Pocco_3,2015,2,81.60000000000001,28.0,28.0,100.0,2015-02-01
Pocco,Pocco_3,2015,3,274.4,31.0,31.0,100.0,2015-03-01
Pocco,Pocco_3,2015,4,106.0,30.0,30.0,100.0,2015-04-01
Pocco,Pocco_3,2015,5,143.2,31.0,31.0,100.0,2015-05-01
Pocco,Pocco_3,2015,6,14.800000000000002,30.0,30.0,100.0,2015-06-01
Pocco,Pocco_3,2015,7,3.4,31.0,31.0,100.0,2015-07-01
Pocco,Pocco_3,2015,8,25.599999999999998,31.0,31.0,100.0,2015-08-01
Pocco,Pocco_3,2015,9,37.00000000000001,30.0,30.0,100.0,2015-09-01
Pocco,Pocco_3,2015,10,103.60000000000001,31.0,31.0,100.0,2015-10-01
Pocco,Pocco_3,2015,11,172.20000000000002,30.0,30.0,100.0,2015-11-01
Pocco,Pocco_3,2015,12,106.80000000000001,31.0,31.0,100.0,2015-12-01
Pocco,Pocco_3,2016,1,114.0,31.0,31.0,100.0,2016-01-01
Pocco,Pocco_3,2016,2,206.4,29.0,29.0,100.0,2016-02-01
Pocco,Pocco_3,2016,3,138.39999999999998,31.0,31.0,100.0,2016-03-01
Pocco,Pocco_3,2016,4,97.4,30.0,30.0,100.0,2016-04-01
Pocco,Pocco_3,2016,5,18.0,31.0,31.0,100.0,2016-05-01
Pocco,Pocco_3,2016,6,11.0,30.0,30.0,100.0,2016-06-01
Pocco,Pocco_3,2016,7,2.0000000000000004,31.0,31.0,100.0,2016-07-01
Pocco,Pocco_3,2016,8,6.800000000000002,31.0,26.0,83.87,2016-08-01
Pocco,Pocco_3,2016,9,,30.0,0.0,0.0,2016-09-01
Pocco,Pocco_3,2016,10,,31.0,0.0,0.0,2016-10-01
Pocco,Pocco_3,2016,11,,30.0,0.0,0.0,2016-11-01
Pocco,Pocco_3,2016,12,,31.0,0.0,0.0,2016-12-01
Pocco,Pocco_3,2017,1,,31.0,0.0,0.0,2017-01-01
Pocco,Pocco_3,2017,2,,28.0,0.0,0.0,2017-02-01
Pocco,Pocco_3,2017,3,,31.0,0.0,0.0,2017-03-01
Pocco,Pocco_3,2017,4,,30.0,0.0,0.0,2017-04-01
Pocco,Pocco_3,2017,5,,31.0,0.0,0.0,2017-05-01
Pocco,Pocco_3,2017,6,,30.0,0.0,0.0,2017-06-01
Pocco,Pocco_3,2017,7,,31.0,0.0,0.0,2017-07-01
Pocco,Pocco_3,2017,8,,31.0,0.0,0.0,2017-08-01
Pocco,Pocco_3,2017,9,,30.0,0.0,0.0,2017-09-01
Pocco,Pocco_3,2017,10,,31.0,0.0,0.0,2017-10-01
Pocco,Pocco_3,2017,11,,30.0,0.0,0.0,2017-11-01
Pocco,Pocco_3,2017,12,,31.0,0.0,0.0,2017-12-01
Pocco,Pocco_3,2018,1,,31.0,0.0,0.0,2018-01-01
Pocco,Pocco_3,2018,2,145.20000000000002,28.0,27.0,96.43,2018-02-01
Pocco,Pocco_3,2018,3,283.2,31.0,31.0,100.0,2018-03-01
Pocco,Pocco_3,2018,4,110.19999999999997,30.0,30.0,100.0,2018-04-01
Pocco,Pocco_3,2018,5,61.4,31.0,31.0,100.0,2018-05-01
Pocco,Pocco_3,2018,6,13.799999999999999,30.0,30.0,100.0,2018-06-01
Pocco,Pocco_3,2018,7,12.599999999999998,31.0,31.0,100.0,2018-07-01
Pocco,Pocco_3,2018,8,5.800000000000001,31.0,31.0,100.0,2018-08-01
Pocco,Pocco_3,2018,9,31.6,30.0,30.0,100.0,2018-09-01
Pocco,Pocco_3,2018,10,,31.0,1.0,3.23,2018-10-01
Pocco,Pocco_3,2018,11,,30.0,0.0,0.0,2018-11-01
Pocco,Pocco_3,2018,12,,31.0,0.0,0.0,2018-12-01
Pocco,Pocco_3,2019,1,,31.0,0.0,0.0,2019-01-01
Pocco,Pocco_3,2019,2,,28.0,0.0,0.0,2019-02-01
Pocco,Pocco_3,2019,3,,31.0,0.0,0.0,2019-03-01
Pocco,Pocco_3,2019,4,,30.0,0.0,0.0,2019-04-01
Pocco,Pocco_3,2019,5,,31.0,0.0,0.0,2019-05-01
Pocco,Pocco_3,2019,6,,30.0,0.0,0.0,2019-06-01
Pocco,Pocco_3,2019,7,,31.0,0.0,0.0,2019-07-01
Pocco,Pocco_3,2019,8,,31.0,0.0,0.0,2019-08-01
Pocco,Pocco_3,2019,9,,30.0,0.0,0.0,2019-09-01
Pocco,Pocco_3,2019,10,,31.0,0.0,0.0,2019-10-01
Pocco,Pocco_3,2019,11,,30.0,0.0,0.0,2019-11-01
Pocco,Pocco_3,2019,12,,31.0,0.0,0.0,2019-12-01
Pocco,Pocco_3,2020,1,,31.0,0.0,0.0,2020-01-01
Pocco,Pocco_3,2020,2,,29.0,0.0,0.0,2020-02-01
Pocco,Pocco_3,2020,3,,31.0,0.0,0.0,2020-03-01
Pocco,Pocco_3,2020,4,,30.0,0.0,0.0,2020-04-01
Pocco,Pocco_3,2020,5,,31.0,0.0,0.0,2020-05-01
Pocco,Pocco_3,2020,6,,30.0,0.0,0.0,2020-06-01
Pocco,Pocco_3,2020,7,,31.0,0.0,0.0,2020-07-01
Pocco,Pocco_3,2020,8,,31.0,0.0,0.0,2020-08-01
Pocco,Pocco_3,2020,9,,30.0,0.0,0.0,2020-09-01
Pocco,Pocco_3,2020,10,,31.0,0.0,0.0,2020-10-01
Pocco,Pocco_3,2020,11,,30.0,0.0,0.0,2020-11-01
Pocco,Pocco_3,2020,12,,31.0,0.0,0.0,2020-12-01
Pocco,Pocco_3,2021,1,,31.0,0.0,0.0,2021-01-01
Pocco,Pocco_3,2021,2,,28.0,0.0,0.0,2021-02-01
Pocco,Pocco_3,2021,3,,31.0,0.0,0.0,2021-03-01
Pocco,Pocco_3,2021,4,,30.0,0.0,0.0,2021-04-01
Pocco,Pocco_3,2021,5,,31.0,0.0,0.0,2021-05-01
Pocco,Pocco_3,2021,6,,30.0,0.0,0.0,2021-06-01
Pocco,Pocco_3,2021,7,,31.0,0.0,0.0,2021-07-01
Pocco,Pocco_3,2021,8,,31.0,0.0,0.0,2021-08-01
Pocco,Pocco_3,2021,9,,30.0,0.0,0.0,2021-09-01
Pocco,Pocco_3,2021,10,,31.0,0.0,0.0,2021-10-01
Pocco,Pocco_3,2021,11,,30.0,0.0,0.0,2021-11-01
Pocco,Pocco_3,2021,12,,31.0,0.0,0.0,2021-12-01
Pocco,Pocco_3,2022,1,,31.0,0.0,0.0,2022-01-01
Pocco,Pocco_3,2022,2,,28.0,0.0,0.0,2022-02-01
Pocco,Pocco_3,2022,3,,31.0,0.0,0.0,2022-03-01
Pocco,Pocco_3,2022,4,,30.0,0.0,0.0,2022-04-01
Pocco,Pocco_3,2022,5,,31.0,0.0,0.0,2022-05-01
Pocco,Pocco_3,2022,6,26.0,30.0,28.0,93.33,2022-06-01
Pocco,Pocco_3,2022,7,6.800000000000001,31.0,31.0,100.0,2022-07-01
Pocco,Pocco_3,2022,8,15.600000000000001,31.0,31.0,100.0,2022-08-01
Pocco,Pocco_3,2022,9,72.8,30.0,30.0,100.0,2022-09-01
Pocco,Pocco_3,2022,10,78.0,31.0,31.0,100.0,2022-10-01
Pocco,Pocco_3,2022,11,,30.0,21.0,70.0,2022-11-01
Pocco,Pocco_3,2022,12,,31.0,0.0,0.0,2022-12-01
